card_number,gender,Name,Surname,Age,Birthday,City,card_num
188165,M,Герасим,Бобров,55,1968-08-29,Minsk,850259520
188166,M,Лазарь,Устинов,51,1972-08-16,Minsk,847201502
188167,M,Изяслав,Александров,42,1982-03-19,Gomel,848990903
188168,M,Лаврентий,Веселов,44,1980-01-14,Brest,851328009
188169,M,Андроник,Виноградов,53,1970-06-24,Gomel,852052566
188170,M,Бажен,Тарасов,43,1980-06-16,Grodno,863616409
188171,F,Ия,Воронцова,44,1979-11-26,Lida,858358017
188172,F,Иванна,Ершова,55,1968-07-20,Lida,870759291
188173,M,Зиновий,Сергеев,34,1989-10-06,Gomel,867846590
188174,M,Гремислав,Лапин,43,1980-08-02,Gomel,878241896
188175,M,Селиван,Беляков,41,1983-03-03,Gomel,873036622
188176,F,Оксана,Новикова,43,1980-09-11,Lida,879657421
188177,M,Антонин,Селезнев,47,1977-03-28,Orsha,879946089
188178,F,Фёкла,Лукина,35,1988-09-18,Brest,892022827
188179,F,Наина,Кабанова,54,1969-05-04,Mogilev,884986940
188180,M,Лука,Белоусов,52,1972-03-13,Gomel,896825928
188181,M,Христофор,Ефремов,44,1979-08-23,Minsk,887662116
188182,F,Милица,Фадеева,46,1978-03-31,Orsha,887444515
188183,M,Трифон,Фролов,67,1956-07-06,Lida,890223542
188184,F,Агата,Шарапова,57,1966-12-25,Mogilev,890722287
188185,F,Вера,Трофимова,48,1976-02-25,Gomel,909754461
188186,F,Таисия,Копылова,48,1975-11-23,Grodno,898443365
188187,F,Марфа,Цветкова,53,1970-09-19,Gomel,898451038
188188,F,Татьяна,Исакова,47,1976-12-24,Gomel,902704523
188189,M,Ратибор,Цветков,30,1993-09-18,Orsha,908875333
188190,F,Полина,Пономарева,46,1978-01-27,Gomel,905427724
188191,M,Казимир,Суворов,51,1972-07-23,Minsk,906369933
188192,F,Евдокия,Бобылева,40,1983-07-03,Orsha,912359498
188193,F,Юлия,Калинина,47,1976-07-16,Gomel,920005202
188194,M,Кирилл,Калинин,37,1987-02-27,Gomel,921273813
188195,M,Святослав,Матвеев,49,1974-04-24,Grodno,915209791
188196,M,Павел,Моисеев,34,1989-12-08,Minsk,914237924
188197,M,Кондратий,Лаврентьев,45,1979-01-22,Grodno,920192428
188198,M,Всеволод,Кондратьев,40,1984-02-02,Grodno,925003424
188199,F,Тамара,Дмитриева,45,1978-10-23,Gomel,935046122
188200,M,Касьян,Силин,54,1970-03-24,Gomel,927761746
188201,M,Измаил,Гришин,48,1975-09-17,Brest,928476278
188202,M,Архип,Макаров,47,1976-12-03,Gomel,944907142
188203,M,Прокл,Петухов,37,1987-01-06,Orsha,934630694
188204,M,Силантий,Суханов,41,1982-08-08,Mogilev,932882305
188205,F,Пелагея,Логинова,58,1966-01-15,Brest,938785593
188206,M,Панкратий,Шилов,45,1978-07-18,Grodno,937428567
188207,M,Агафон,Константинов,59,1965-03-29,Orsha,950960150
188208,M,Филарет,Субботин,50,1973-11-08,Minsk,948135847
188209,F,Вера,Никитина,40,1983-10-06,Gomel,957234044
188210,M,Остромир,Сысоев,43,1980-09-05,Minsk,957640323
188211,M,Пров,Красильников,45,1978-09-16,Lida,970909178
188212,M,Никита,Филатов,47,1976-09-29,Orsha,974253076
188213,M,Капитон,Антонов,31,1992-12-27,Grodno,967503060
188214,M,Андрон,Воронов,48,1976-03-14,Orsha,974949244
188215,F,Антонина,Зиновьева,36,1988-01-02,Lida,970557868
188216,F,Лора,Горбунова,53,1971-02-09,Brest,963307497
188217,M,Павел,Трофимов,48,1975-05-22,Gomel,965853587
188218,M,Поликарп,Ситников,53,1970-05-20,Minsk,980566008
188219,M,Мирон,Щербаков,47,1976-09-24,Minsk,973758539
188220,F,Ольга,Галкина,56,1967-10-03,Orsha,974071726
188221,M,Наркис,Кононов,48,1975-11-07,Orsha,967494638
188222,F,Агафья,Шашкова,48,1975-07-09,Orsha,982673331
188223,F,Элеонора,Афанасьева,46,1977-07-21,Mogilev,983278171
188224,M,Артем,Захаров,35,1989-03-31,Orsha,974113950
188225,F,Клавдия,Дементьева,48,1975-05-26,Lida,976181077
188226,F,Анна,Брагина,55,1968-04-20,Minsk,975713631
188227,M,Христофор,Щукин,62,1961-12-06,Brest,977465289
188228,M,Ювеналий,Гришин,44,1979-07-14,Minsk,979789546
188229,F,Антонина,Константинова,31,1993-03-10,Orsha,980749869
188230,F,Кира,Шарапова,56,1967-07-30,Minsk,982923066
188231,M,Кир,Семенов,43,1980-09-25,Orsha,992483929
188232,M,Конон,Кузьмин,43,1980-06-15,Gomel,987901853
188233,F,Фёкла,Самсонова,56,1968-01-12,Minsk,995104573
188234,M,Прокл,Баранов,41,1982-12-11,Minsk,986782146
188235,M,Мина,Сергеев,54,1970-04-14,Mogilev,986825739
188236,M,Терентий,Кошелев,45,1978-12-20,Grodno,999862174
188237,F,Клавдия,Никонова,37,1986-09-01,Grodno,993081953
188238,F,Ольга,Крюкова,35,1988-06-29,Minsk,992288104
188239,M,Ерофей,Чернов,39,1984-08-26,Minsk,988078850
188240,M,Никанор,Мясников,36,1987-06-18,Gomel,999658093
188241,F,Екатерина,Алексеева,64,1959-06-07,Brest,998594885
188242,F,Алина,Абрамова,45,1978-05-17,Minsk,57079
188243,M,Климент,Власов,52,1972-02-04,Minsk,118889
188244,M,Вячеслав,Попов,58,1965-11-17,Lida,121073
188245,F,Наталья,Мишина,35,1988-10-01,Mogilev,123376
188246,M,Антип,Гордеев,52,1971-09-16,Mogilev,309159
188247,M,Елизар,Филатов,57,1967-04-16,Grodno,310710
188248,M,Лучезар,Гусев,54,1969-12-21,Brest,396311
188249,M,Мартын,Егоров,46,1977-06-11,Gomel,405031
188250,M,Георгий,Зимин,53,1970-10-01,Brest,409843
188251,M,Всеволод,Лебедев,48,1975-08-04,Mogilev,410013
188252,F,София,Гущина,54,1969-12-30,Minsk,396915
188253,M,Арсений,Щукин,47,1976-11-09,Orsha,400461
188254,F,Фаина,Самсонова,36,1987-10-11,Grodno,405569
188255,F,Варвара,Зыкова,45,1979-03-21,Brest,421838
188256,M,Евсей,Дементьев,54,1970-02-16,Gomel,414932
188257,F,Виктория,Зыкова,42,1981-04-25,Brest,414999
188258,F,Татьяна,Фомичева,39,1984-11-08,Brest,466684
188259,F,Любовь,Коновалова,57,1966-04-20,Mogilev,469837
188260,M,Лука,Пахомов,40,1984-02-23,Gomel,468557
188261,M,Потап,Мухин,40,1984-01-26,Brest,468904
188262,F,Тамара,Соколова,44,1979-06-09,Minsk,469357
188263,F,Лукия,Киселева,38,1985-11-12,Lida,504867
188264,F,Майя,Авдеева,47,1976-11-13,Minsk,503521
188265,F,Элеонора,Дроздова,48,1976-02-27,Grodno,535991
188266,M,Симон,Суворов,46,1977-08-25,Minsk,532469
188267,M,Измаил,Стрелков,43,1981-04-17,Lida,533806
188268,M,Спартак,Тихонов,48,1975-05-29,Minsk,537823
188269,M,Валерий,Жуков,41,1982-06-09,Gomel,531743
188270,M,Филарет,Поляков,45,1978-09-22,Lida,537112
188271,M,Кирилл,Куликов,44,1979-11-10,Brest,533475
188272,M,Адам,Ильин,50,1973-09-24,Orsha,767131
188273,M,Павел,Мамонтов,34,1990-02-05,Minsk,763710
188274,M,Харлампий,Дмитриев,50,1973-06-25,Minsk,766390
188275,M,Константин,Белоусов,32,1991-10-05,Lida,762868
188276,F,Светлана,Филатова,49,1974-11-09,Gomel,763411
188277,F,Алина,Соловьева,55,1968-08-29,Minsk,773907
188278,F,Александра,Игнатова,30,1994-02-06,Minsk,774582
188279,M,Анатолий,Колобов,48,1975-07-25,Grodno,775381
188280,M,Еремей,Корнилов,47,1977-02-10,Gomel,763965
188281,F,Анжелика,Рябова,54,1969-09-25,Gomel,765333
188282,M,Евлампий,Аксенов,50,1973-12-20,Grodno,767248
188283,F,Вероника,Наумова,40,1984-02-14,Brest,792568
188284,F,Раиса,Самойлова,47,1976-10-07,Brest,797047
188285,M,Руслан,Кузнецов,37,1986-11-12,Mogilev,797591
188286,M,Нифонт,Фокин,47,1976-09-23,Orsha,797849
188287,F,Таисия,Захарова,32,1992-02-02,Orsha,791529
188288,M,Антонин,Третьяков,45,1979-01-20,Brest,803383
188289,F,Кира,Ефимова,52,1971-06-07,Lida,803508
188290,F,Алина,Полякова,57,1967-03-22,Brest,803623
188291,M,Нестор,Беляков,54,1970-04-11,Orsha,791867
188292,M,Сидор,Сергеев,36,1987-11-19,Minsk,794085
188293,M,Мартын,Морозов,50,1973-09-30,Gomel,800694
188294,M,Ерофей,Гуляев,50,1974-03-02,Minsk,794879
188295,M,Радован,Филиппов,50,1974-02-13,Grodno,794226
188296,M,Илья,Фокин,42,1981-09-10,Mogilev,797443
188297,M,Ефим,Петров,55,1968-06-30,Brest,801031
188298,M,Якуб,Тетерин,48,1975-12-28,Orsha,832323
188299,M,Парамон,Марков,39,1985-01-30,Mogilev,838064
188300,F,Валерия,Авдеева,35,1988-10-28,Lida,836274
188301,M,Орест,Кононов,37,1986-11-03,Gomel,838205
188302,M,Иосиф,Михайлов,34,1989-07-28,Brest,838783
188303,F,Евдокия,Казакова,43,1981-04-02,Grodno,837785
188304,F,Марфа,Прохорова,39,1984-10-19,Grodno,845382
188305,F,Евгения,Белозерова,43,1980-06-03,Brest,883664
188306,M,Никандр,Ларионов,47,1976-09-26,Grodno,887913
188307,F,Иванна,Власова,39,1984-11-10,Mogilev,906806
188308,M,Натан,Сорокин,47,1977-02-17,Grodno,910053
188309,M,Авдей,Степанов,37,1986-10-01,Gomel,912059
188310,M,Демьян,Коновалов,47,1977-01-17,Brest,912877
188311,F,Ирина,Савельева,43,1981-03-21,Mogilev,910046
188312,F,Фаина,Котова,51,1972-09-17,Lida,915029
188313,M,Касьян,Комаров,48,1975-07-31,Minsk,905990
188314,M,Ермил,Шилов,58,1965-11-06,Mogilev,910137
188315,M,Трифон,Назаров,47,1977-02-06,Orsha,911739
188316,F,Маргарита,Михайлова,44,1979-09-26,Minsk,953988
188317,M,Аскольд,Лаврентьев,59,1964-05-14,Grodno,948731
188318,M,Владлен,Пономарев,41,1982-05-14,Lida,1147721
188319,M,Фока,Сидоров,34,1990-02-10,Gomel,5604026
188320,M,Добромысл,Пестов,48,1975-06-27,Gomel,6770394
188321,F,Ангелина,Мишина,33,1990-07-23,Mogilev,3448341
188322,M,Мариан,Давыдов,46,1978-01-08,Orsha,9667621
188323,F,Галина,Савина,54,1969-07-23,Brest,9689096
188324,M,Авдей,Власов,46,1977-05-05,Lida,10443509
188325,F,Маргарита,Мельникова,44,1979-12-15,Grodno,10523880
188326,M,Артем,Зыков,52,1971-06-05,Grodno,11403892
188327,M,Федосий,Зайцев,53,1971-03-11,Lida,13289784
188328,F,Галина,Котова,55,1968-09-25,Gomel,11579079
188329,M,Борис,Громов,41,1982-09-25,Orsha,13816016
188330,M,Ладимир,Комиссаров,30,1994-03-07,Lida,16024998
188331,M,Федор,Кулаков,51,1972-11-18,Orsha,17384169
188332,M,Казимир,Соловьев,41,1982-08-13,Orsha,18004719
188333,F,Милица,Григорьева,37,1986-06-14,Gomel,18995890
188334,F,Варвара,Дементьева,38,1985-08-03,Lida,22033157
188335,F,Синклитикия,Афанасьева,37,1986-12-28,Orsha,23073194
188336,M,Андрон,Фокин,55,1968-10-30,Grodno,24827002
188337,M,Борис,Никитин,44,1979-10-10,Orsha,26029383
188338,F,Анжелика,Соболева,50,1974-03-16,Gomel,25068994
188339,M,Игнатий,Одинцов,48,1975-12-13,Minsk,28207435
188340,M,Эдуард,Комиссаров,41,1983-01-28,Orsha,28989576
188341,M,Станимир,Попов,48,1975-05-29,Orsha,29388984
188342,M,Якуб,Родионов,32,1991-12-13,Grodno,30350090
188343,M,Аполлинарий,Селезнев,50,1973-10-02,Mogilev,31433117
188344,M,Владимир,Тимофеев,39,1985-02-22,Grodno,38833194
188345,M,Изяслав,Жданов,37,1987-01-29,Grodno,44218737
188346,M,Терентий,Комиссаров,42,1982-04-02,Mogilev,44975583
188347,M,Пров,Трофимов,62,1962-01-29,Lida,46117986
188348,F,Марина,Калинина,45,1979-03-16,Gomel,47554419
188349,M,Леонид,Щукин,40,1983-05-03,Minsk,50045008
188350,M,Гурий,Аксенов,41,1982-08-06,Orsha,48917615
188351,F,Елизавета,Казакова,55,1968-09-18,Gomel,54882166
188352,F,Зоя,Терентьева,50,1973-10-07,Orsha,56909730
188353,F,Кира,Вишнякова,47,1976-11-21,Grodno,63084994
188354,M,Елизар,Михеев,33,1990-10-04,Lida,69639494
188355,M,Тит,Буров,46,1978-03-23,Brest,69890915
188356,M,Артемий,Филатов,40,1983-12-10,Mogilev,72258639
188357,M,Наум,Зимин,41,1982-11-16,Mogilev,71705301
188358,F,Мария,Мишина,46,1977-05-06,Orsha,72380417
188359,F,Светлана,Владимирова,45,1979-03-01,Lida,78477993
188360,F,Юлия,Кононова,49,1974-08-31,Lida,79711143
188361,M,Емельян,Цветков,38,1986-03-29,Mogilev,82418181
188362,F,Ольга,Мельникова,48,1975-12-05,Lida,82837745
188363,M,Серафим,Беляков,33,1990-05-18,Grodno,81457792
188364,F,Валентина,Кононова,37,1986-06-23,Gomel,88352517
188365,M,Аникей,Борисов,44,1980-04-03,Orsha,89523530
188366,M,Пантелеймон,Елисеев,59,1965-02-28,Minsk,91247472
188367,M,Фирс,Тихонов,34,1989-06-16,Lida,89947885
188368,M,Спиридон,Волков,43,1980-11-27,Minsk,101646564
188369,M,Орест,Поляков,47,1976-11-28,Minsk,100650096
188370,M,Фрол,Гришин,44,1979-09-02,Brest,101727630
188371,F,Агата,Романова,43,1980-10-14,Lida,111330761
188372,F,Дарья,Зимина,30,1993-09-04,Mogilev,108145313
188373,M,Митофан,Авдеев,50,1973-11-28,Brest,108364320
188374,M,Мартьян,Жуков,53,1970-12-20,Minsk,113847226
188375,M,Андрон,Макаров,42,1982-02-12,Lida,110618554
188376,M,Бажен,Симонов,41,1982-12-02,Grodno,114207935
188377,M,Варлаам,Смирнов,51,1972-06-08,Orsha,117991186
188378,M,Харитон,Андреев,44,1980-02-21,Mogilev,119444739
188379,M,Вышеслав,Кулагин,47,1977-03-09,Mogilev,119987414
188380,M,Ким,Тетерин,53,1970-12-29,Lida,122316023
188381,M,Аркадий,Кириллов,42,1981-07-27,Mogilev,117067573
188382,M,Давыд,Третьяков,28,1996-03-07,Mogilev,118974769
188383,M,Михаил,Пестов,45,1979-02-23,Lida,119155137
188384,M,Карп,Михайлов,42,1982-01-26,Brest,120707431
188385,M,Глеб,Симонов,45,1979-01-27,Minsk,125277669
188386,F,Кира,Родионова,35,1988-12-07,Lida,128623208
188387,F,Нонна,Морозова,49,1974-06-23,Orsha,133567192
188388,F,Юлия,Куликова,47,1976-11-13,Gomel,128706799
188389,F,Оксана,Беспалова,48,1976-01-09,Minsk,129205486
188390,M,Григорий,Ефимов,57,1966-08-20,Minsk,130836079
188391,M,Изяслав,Мухин,49,1974-07-20,Minsk,130888864
188392,M,Ульян,Поляков,53,1970-08-14,Mogilev,131773487
188393,M,Елисей,Рыбаков,39,1984-09-21,Grodno,133232367
188394,F,Иванна,Макарова,43,1981-02-02,Grodno,139963965
188395,F,Ангелина,Ермакова,36,1988-02-07,Minsk,136672346
188396,M,Всеволод,Зиновьев,40,1984-04-11,Brest,143092231
188397,F,Анастасия,Кабанова,43,1980-10-05,Orsha,138184357
188398,F,Майя,Данилова,48,1975-12-01,Minsk,141155800
188399,M,Рубен,Носков,48,1976-01-05,Minsk,137820837
188400,M,Ипатий,Виноградов,39,1984-09-16,Minsk,141739411
188401,M,Станимир,Гурьев,39,1984-07-17,Orsha,148595204
188402,F,Анна,Тетерина,38,1985-05-14,Grodno,145240861
188403,M,Амвросий,Самсонов,50,1974-04-17,Brest,149347571
188404,M,Венедикт,Якушев,52,1971-11-07,Gomel,150657868
188405,F,Ия,Герасимова,51,1972-11-09,Grodno,157517552
188406,M,Арефий,Игнатов,40,1984-04-18,Mogilev,154810513
188407,M,Пимен,Давыдов,54,1969-11-06,Gomel,159432255
188408,F,Октябрина,Силина,48,1975-09-19,Grodno,164130456
188409,M,Яков,Борисов,40,1984-02-05,Minsk,160201261
188410,F,Фаина,Потапова,54,1969-08-24,Grodno,168375271
188411,M,Модест,Чернов,52,1971-09-15,Brest,172175824
188412,M,Мстислав,Рожков,52,1972-02-17,Lida,166013486
188413,M,Бронислав,Новиков,40,1983-08-26,Brest,169733064
188414,F,Екатерина,Петухова,50,1974-01-08,Lida,171182664
188415,M,Милан,Капустин,35,1988-08-19,Lida,177365958
188416,F,Галина,Дмитриева,42,1982-03-26,Grodno,181723085
188417,M,Эдуард,Русаков,46,1978-01-28,Grodno,180532620
188418,F,Глафира,Денисова,50,1974-03-25,Gomel,188443630
188419,M,Илья,Мельников,46,1977-12-21,Mogilev,190487128
188420,M,Никита,Лапин,48,1975-09-17,Grodno,190499810
188421,M,Сила,Марков,50,1973-10-23,Grodno,186955633
188422,F,Зинаида,Прохорова,38,1986-01-26,Lida,191089246
188423,M,Вячеслав,Кузнецов,55,1968-06-23,Brest,193785874
188424,M,Евгений,Шилов,43,1981-03-26,Brest,191558844
188425,M,Велимир,Орлов,51,1972-04-24,Orsha,199182209
188426,M,Любосмысл,Устинов,42,1981-07-25,Gomel,194650044
188427,F,Пелагея,Медведева,49,1975-04-03,Grodno,196267722
188428,F,Марина,Лихачева,40,1983-10-25,Lida,200219776
188429,F,Надежда,Кузьмина,47,1977-03-17,Grodno,203325737
188430,M,Яков,Суханов,34,1990-04-13,Mogilev,198631099
188431,M,Лев,Туров,37,1987-02-11,Orsha,201629668
188432,F,Лора,Елисеева,34,1989-08-19,Lida,200907083
188433,F,Наина,Блохина,48,1975-05-21,Minsk,202198640
188434,F,Милица,Комиссарова,42,1981-06-04,Orsha,202731042
188435,M,Константин,Хохлов,40,1983-07-04,Gomel,204003061
188436,F,Александра,Бурова,42,1981-08-02,Lida,205804897
188437,M,Харитон,Федотов,46,1977-11-17,Brest,210847905
188438,F,Агата,Потапова,44,1979-08-14,Mogilev,208106490
188439,M,Зиновий,Гаврилов,45,1978-06-06,Gomel,208910707
188440,M,Аркадий,Воронцов,33,1990-09-13,Lida,212170082
188441,M,Велимир,Киселев,45,1979-01-29,Grodno,219053133
188442,F,Иванна,Зайцева,54,1969-09-23,Minsk,219708902
188443,F,Ираида,Михайлова,53,1970-08-30,Orsha,216935902
188444,M,Галактион,Дьячков,51,1972-11-04,Orsha,220975514
188445,F,Екатерина,Евдокимова,37,1986-09-06,Minsk,221131646
188446,M,Любомир,Давыдов,55,1968-09-26,Brest,227571464
188447,F,София,Сазонова,37,1986-06-10,Minsk,227329889
188448,F,Мария,Зиновьева,49,1975-03-21,Grodno,228531855
188449,M,Харитон,Носков,60,1963-11-26,Grodno,230414173
188450,F,Вероника,Семенова,52,1972-02-01,Minsk,238887271
188451,M,Флорентин,Семенов,42,1981-05-12,Lida,241203013
188452,F,Агата,Константинова,40,1983-10-03,Brest,238822047
188453,F,Эмилия,Филиппова,51,1972-05-07,Minsk,245680743
188454,F,Агафья,Михеева,46,1977-07-24,Gomel,247478047
188455,F,Раиса,Борисова,44,1979-12-18,Brest,250815226
188456,M,Измаил,Лыткин,51,1972-04-25,Mogilev,248265518
188457,M,Всеслав,Стрелков,35,1988-07-19,Mogilev,251927194
188458,F,София,Федотова,46,1977-11-09,Minsk,252597840
188459,M,Ефрем,Жданов,39,1984-06-03,Mogilev,254119468
188460,M,Изот,Лобанов,56,1968-04-07,Gomel,246087039
188461,M,Кир,Кондратьев,40,1983-12-14,Minsk,247338258
188462,M,Лукьян,Цветков,38,1986-02-16,Mogilev,247766193
188463,M,Казимир,Журавлев,35,1988-11-25,Grodno,251569913
188464,M,Виссарион,Осипов,58,1965-08-28,Lida,252465319
188465,M,Павел,Вишняков,36,1987-10-23,Grodno,253437416
188466,F,Пелагея,Анисимова,51,1972-07-31,Minsk,256826649
188467,F,Наталья,Мартынова,41,1983-03-02,Gomel,263990701
188468,F,Надежда,Захарова,45,1978-05-21,Minsk,264033040
188469,M,Исидор,Самсонов,40,1983-05-10,Orsha,258743578
188470,F,Александра,Васильева,42,1981-09-26,Mogilev,264105814
188471,M,Измаил,Гаврилов,47,1976-09-08,Orsha,262103540
188472,M,Михей,Михеев,51,1973-03-03,Mogilev,268385850
188473,M,Никодим,Жданов,59,1965-02-22,Mogilev,268911306
188474,M,Радован,Устинов,44,1979-06-13,Minsk,267664641
188475,M,Милан,Зайцев,43,1980-07-31,Gomel,268459041
188476,M,Феофан,Пестов,46,1977-07-17,Minsk,269958397
188477,F,Лора,Лихачева,42,1981-07-18,Mogilev,269965145
188478,F,Алина,Комарова,50,1974-02-04,Gomel,277916262
188479,M,Аполлинарий,Фадеев,45,1978-06-19,Lida,275182263
188480,M,Радован,Цветков,39,1984-09-07,Grodno,285579797
188481,M,Януарий,Ларионов,53,1970-04-25,Orsha,281170468
188482,M,Егор,Ильин,51,1972-11-07,Orsha,282786007
188483,M,Алексей,Фролов,47,1976-11-14,Gomel,284211202
188484,M,Платон,Доронин,46,1977-11-18,Brest,286319532
188485,M,Радислав,Киселев,35,1989-03-11,Mogilev,286654607
188486,M,Трифон,Горбунов,45,1978-08-27,Brest,289580122
188487,F,Алина,Вишнякова,41,1983-03-03,Grodno,292729815
188488,M,Бажен,Петров,36,1987-09-27,Brest,304340470
188489,F,Агафья,Егорова,45,1978-12-25,Brest,313585725
188490,M,Любим,Блинов,50,1973-09-03,Lida,305892956
188491,M,Фирс,Афанасьев,32,1992-01-16,Grodno,307951917
188492,M,Доброслав,Ковалев,54,1969-08-15,Mogilev,311749216
188493,M,Велимир,Самойлов,55,1968-10-24,Lida,323445902
188494,F,Зинаида,Воробьева,46,1978-03-18,Gomel,320801703
188495,F,Прасковья,Брагина,32,1991-12-29,Grodno,326749847
188496,M,Эрнест,Трофимов,42,1981-09-29,Gomel,329999662
188497,F,Лариса,Авдеева,31,1992-06-03,Grodno,323612139
188498,M,Ипполит,Мамонтов,56,1967-12-21,Mogilev,331240717
188499,F,Нинель,Григорьева,56,1968-03-12,Brest,335338533
188500,M,Аким,Сидоров,42,1981-11-10,Gomel,331649760
188501,M,Эдуард,Беспалов,50,1973-12-16,Minsk,333117840
188502,M,Порфирий,Доронин,52,1971-12-02,Brest,342709066
188503,M,Федот,Лазарев,44,1979-08-28,Gomel,338553732
188504,M,Евграф,Елисеев,50,1974-02-07,Mogilev,341219875
188505,M,Болеслав,Архипов,36,1987-08-25,Brest,339174801
188506,F,Вероника,Самсонова,49,1975-01-05,Minsk,342377219
188507,M,Остап,Воронцов,41,1982-05-10,Lida,348367859
188508,M,Ефим,Крылов,29,1994-09-17,Brest,347743324
188509,M,Флорентин,Беляев,35,1988-07-22,Lida,353265279
188510,F,Ульяна,Полякова,56,1967-06-21,Orsha,346333450
188511,F,Галина,Тетерина,24,1999-05-08,Mogilev,348699129
188512,M,Радислав,Юдин,39,1985-04-17,Minsk,351135409
188513,M,Михей,Тарасов,39,1985-02-19,Gomel,354291241
188514,M,Руслан,Осипов,41,1982-08-30,Brest,361583218
188515,M,Митофан,Евсеев,35,1988-11-26,Orsha,354731990
188516,M,Андроник,Зыков,43,1980-09-22,Minsk,366737975
188517,M,Тимофей,Жданов,45,1978-09-04,Grodno,363519178
188518,M,Лука,Андреев,32,1991-12-02,Mogilev,363660642
188519,M,Милен,Дьячков,39,1985-02-16,Brest,367284589
188520,M,Олег,Зимин,40,1983-07-24,Brest,368845644
188521,F,Светлана,Самойлова,48,1975-06-21,Minsk,368898494
188522,M,Антип,Крюков,36,1987-07-25,Brest,370053278
188523,F,Анна,Архипова,57,1966-12-22,Brest,370314639
188524,M,Артемий,Баранов,35,1988-06-24,Minsk,377780956
188525,F,Наталья,Родионова,47,1976-08-18,Mogilev,376456368
188526,F,Надежда,Волкова,49,1974-10-25,Minsk,376868646
188527,F,Надежда,Наумова,49,1975-03-24,Orsha,388101335
188528,M,Эраст,Уваров,39,1984-04-26,Gomel,381153711
188529,M,Эдуард,Воронцов,49,1975-01-22,Minsk,381124951
188530,F,Надежда,Веселова,44,1980-01-20,Minsk,381246333
188531,M,Натан,Князев,41,1982-10-01,Gomel,383668393
188532,M,Якуб,Ефимов,41,1982-05-13,Gomel,389715016
188533,M,Тимур,Филиппов,34,1989-08-26,Brest,401658236
188534,F,Нонна,Антонова,47,1976-09-06,Mogilev,396576591
188535,F,Клавдия,Морозова,40,1983-12-08,Brest,399334857
188536,F,Феврония,Гурьева,46,1977-12-12,Mogilev,408108989
188537,M,Мартын,Максимов,42,1982-01-24,Orsha,408217210
188538,M,Леонид,Крылов,41,1982-07-22,Mogilev,401371293
188539,M,Венедикт,Силин,26,1997-09-30,Grodno,403739919
188540,M,Милован,Марков,37,1986-09-14,Gomel,404032694
188541,M,Фадей,Журавлев,43,1981-02-21,Minsk,412194064
188542,F,Виктория,Кузнецова,34,1989-12-01,Gomel,405753157
188543,M,Галактион,Зимин,43,1980-09-25,Mogilev,413372867
188544,M,Милован,Герасимов,31,1992-09-16,Grodno,405553029
188545,F,Элеонора,Горшкова,51,1972-10-04,Orsha,410252427
188546,M,Спартак,Мясников,44,1979-11-21,Lida,413947502
188547,M,Станимир,Никифоров,45,1979-02-24,Minsk,417201304
188548,M,Ярослав,Шестаков,45,1978-08-23,Orsha,414486674
188549,M,Семен,Туров,42,1982-01-27,Orsha,414543359
188550,F,Олимпиада,Князева,48,1975-05-07,Brest,417347733
188551,M,Моисей,Агафонов,43,1980-11-06,Lida,423142260
188552,F,Фаина,Федосеева,41,1983-03-12,Lida,423424419
188553,M,Ананий,Баранов,30,1994-03-07,Mogilev,418520569
188554,M,Бажен,Костин,46,1977-08-15,Gomel,418571745
188555,M,Василий,Казаков,38,1985-05-30,Minsk,430358097
188556,F,Юлия,Осипова,50,1974-02-03,Orsha,425234444
188557,M,Пров,Суханов,36,1987-04-22,Brest,425643131
188558,M,Ярополк,Самойлов,50,1973-09-30,Lida,436523116
188559,M,Радислав,Исаев,34,1990-02-27,Orsha,429298049
188560,M,Прохор,Кулагин,38,1985-10-13,Gomel,437250123
188561,M,Иннокентий,Туров,48,1975-06-24,Brest,431637507
188562,M,Герман,Котов,48,1976-01-15,Orsha,434855684
188563,F,Ольга,Колобова,39,1984-07-27,Minsk,449935497
188564,F,Ульяна,Рябова,47,1976-09-26,Lida,452745858
188565,M,Климент,Комиссаров,43,1981-02-11,Brest,453884839
188566,F,Анжела,Константинова,53,1970-12-09,Lida,446856730
188567,F,Валентина,Трофимова,53,1971-01-10,Gomel,445659802
188568,M,Рубен,Ширяев,42,1981-09-07,Orsha,454244603
188569,M,Семен,Мартынов,50,1974-01-11,Brest,457263691
188570,M,Феоктист,Бобров,37,1986-10-31,Lida,465230112
188571,M,Творимир,Гаврилов,41,1983-02-02,Gomel,465508205
188572,F,Екатерина,Титова,40,1983-09-02,Gomel,460920717
188573,M,Софон,Копылов,43,1980-10-18,Mogilev,466245564
188574,F,Елизавета,Ефремова,41,1982-09-18,Grodno,476391780
188575,F,Иванна,Филатова,55,1968-08-28,Mogilev,468870096
188576,M,Агафон,Власов,48,1976-02-26,Lida,478539343
188577,M,Стоян,Аксенов,56,1967-06-01,Minsk,470736145
188578,F,Василиса,Александрова,52,1972-02-19,Minsk,473570650
188579,M,Павел,Харитонов,48,1976-01-22,Brest,479231494
188580,F,Алина,Сысоева,34,1990-03-25,Grodno,484459627
188581,F,Надежда,Жукова,34,1989-04-25,Grodno,481216855
188582,F,Людмила,Бобылева,41,1983-02-22,Lida,488519285
188583,M,Ермолай,Кондратьев,46,1977-05-15,Lida,491777342
188584,M,Сила,Крылов,40,1983-05-26,Lida,493789850
188585,M,Панкратий,Марков,51,1972-11-08,Orsha,486129368
